,file,Re,alpha,Cl,Cd
269,n0012,360000.0,-11.0,-0.9132,0.0204
270,n0012,360000.0,-10.0,-0.9811,0.0184
271,n0012,360000.0,-9.0,-0.9352,0.0167
272,n0012,360000.0,-8.0,-0.8542,0.0153
273,n0012,360000.0,-7.0,-0.77,0.0135
274,n0012,360000.0,-6.0,-0.66,0.0125
275,n0012,360000.0,-5.0,-0.55,0.0113
276,n0012,360000.0,-4.0,-0.44,0.0098
277,n0012,360000.0,-3.0,-0.33,0.0089
278,n0012,360000.0,-2.0,-0.22,0.0084
279,n0012,360000.0,-1.0,-0.11,0.008
280,n0012,360000.0,0.0,0.0,0.0079
281,n0012,360000.0,1.0,0.11,0.008
282,n0012,360000.0,2.0,0.22,0.0084
283,n0012,360000.0,3.0,0.33,0.0089
284,n0012,360000.0,4.0,0.44,0.0098
285,n0012,360000.0,5.0,0.55,0.0113
286,n0012,360000.0,6.0,0.66,0.0125
287,n0012,360000.0,7.0,0.77,0.0135
288,n0012,360000.0,8.0,0.8542,0.0153
289,n0012,360000.0,9.0,0.9352,0.0167
290,n0012,360000.0,10.0,0.9811,0.0184
291,n0012,360000.0,11.0,0.9132,0.0204
292,n0012,360000.0,12.0,0.4832,0.0217
293,n0012,360000.0,13.0,0.2759,0.0222
294,n0012,360000.0,14.0,0.2893,0.106
295,n0012,360000.0,15.0,0.3306,0.19
296,n0012,360000.0,16.0,0.3792,0.21
297,n0012,360000.0,17.0,0.4455,0.231
298,n0012,360000.0,18.0,0.5047,0.252
299,n0012,360000.0,19.0,0.5591,0.274
300,n0012,360000.0,20.0,0.612,0.297
301,n0012,360000.0,21.0,0.6643,0.32
302,n0012,360000.0,22.0,0.7179,0.344
303,n0012,360000.0,23.0,0.7715,0.369
304,n0012,360000.0,24.0,0.8246,0.394
305,n0012,360000.0,25.0,0.878,0.42
306,n0012,700000.0,-25.0,-0.8984,0.42
307,n0012,700000.0,-24.0,-0.8462,0.394
308,n0012,700000.0,-23.0,-0.7948,0.369
309,n0012,700000.0,-22.0,-0.7446,0.344
310,n0012,700000.0,-21.0,-0.6949,0.32
311,n0012,700000.0,-20.0,-0.6474,0.297
312,n0012,700000.0,-19.0,-0.6032,0.274
313,n0012,700000.0,-18.0,-0.5584,0.252
314,n0012,700000.0,-17.0,-0.5195,0.23
315,n0012,700000.0,-16.0,-0.4696,0.21
316,n0012,700000.0,-15.0,-0.4907,0.117
317,n0012,700000.0,-14.0,-0.6284,0.0236
318,n0012,700000.0,-13.0,-0.8737,0.0216
319,n0012,700000.0,-12.0,-1.039,0.0195
320,n0012,700000.0,-11.0,-1.0749,0.0175
321,n0012,700000.0,-10.0,-1.0343,0.0159
322,n0012,700000.0,-9.0,-0.9598,0.0144
323,n0012,700000.0,-8.0,-0.88,0.0128
324,n0012,700000.0,-7.0,-0.77,0.0118
325,n0012,700000.0,-6.0,-0.66,0.0108
326,n0012,700000.0,-5.0,-0.55,0.0097
327,n0012,700000.0,-4.0,-0.44,0.0083
328,n0012,700000.0,-3.0,-0.33,0.0075
329,n0012,700000.0,-2.0,-0.22,0.007
330,n0012,700000.0,-1.0,-0.11,0.0068
331,n0012,700000.0,0.0,0.0,0.0067
332,n0012,700000.0,1.0,0.11,0.0068
333,n0012,700000.0,2.0,0.22,0.007
334,n0012,700000.0,3.0,0.33,0.0075
335,n0012,700000.0,4.0,0.44,0.0083
336,n0012,700000.0,5.0,0.55,0.0097
337,n0012,700000.0,6.0,0.66,0.0108
338,n0012,700000.0,7.0,0.77,0.0118
339,n0012,700000.0,8.0,0.88,0.0128
340,n0012,700000.0,9.0,0.9598,0.0144
341,n0012,700000.0,10.0,1.0343,0.0159
342,n0012,700000.0,11.0,1.0749,0.0175
343,n0012,700000.0,12.0,1.039,0.0195
344,n0012,700000.0,13.0,0.8737,0.0216
345,n0012,700000.0,14.0,0.6284,0.0236
346,n0012,700000.0,15.0,0.4907,0.117
347,n0012,700000.0,16.0,0.4696,0.21
348,n0012,700000.0,17.0,0.5195,0.23
349,n0012,700000.0,18.0,0.5584,0.252
350,n0012,700000.0,19.0,0.6032,0.274
351,n0012,700000.0,20.0,0.6474,0.297
352,n0012,700000.0,21.0,0.6949,0.32
353,n0012,700000.0,22.0,0.7446,0.344
354,n0012,700000.0,23.0,0.7948,0.369
355,n0012,700000.0,24.0,0.8462,0.394
356,n0012,700000.0,25.0,0.8984,0.42
357,n0012,1000000.0,-25.0,-0.9093,0.42
358,n0012,1000000.0,-24.0,-0.8589,0.394
359,n0012,1000000.0,-23.0,-0.8097,0.369
360,n0012,1000000.0,-22.0,-0.7613,0.344
361,n0012,1000000.0,-21.0,-0.7162,0.32
362,n0012,1000000.0,-20.0,-0.6716,0.297
363,n0012,1000000.0,-19.0,-0.6334,0.274
364,n0012,1000000.0,-18.0,-0.603,0.252
365,n0012,1000000.0,-17.0,-0.5906,0.231
366,n0012,1000000.0,-16.0,-0.606,0.128
367,n0012,1000000.0,-15.0,-0.7108,0.0245
368,n0012,1000000.0,-14.0,-0.8846,0.0222
369,n0012,1000000.0,-13.0,-1.0487,0.02
370,n0012,1000000.0,-12.0,-1.1212,0.018
371,n0012,1000000.0,-11.0,-1.1097,0.0162
372,n0012,1000000.0,-10.0,-1.0512,0.0147
373,n0012,1000000.0,-9.0,-0.9661,0.0134
374,n0012,1000000.0,-8.0,-0.88,0.0119
375,n0012,1000000.0,-7.0,-0.77,0.011
376,n0012,1000000.0,-6.0,-0.66,0.0101
377,n0012,1000000.0,-5.0,-0.55,0.0091
378,n0012,1000000.0,-4.0,-0.44,0.0078
379,n0012,1000000.0,-3.0,-0.33,0.0071
380,n0012,1000000.0,-2.0,-0.22,0.0068
381,n0012,1000000.0,-1.0,-0.11,0.0066
382,n0012,1000000.0,0.0,0.0,0.0065
383,n0012,1000000.0,1.0,0.11,0.0066
384,n0012,1000000.0,2.0,0.22,0.0068
385,n0012,1000000.0,3.0,0.33,0.0071
386,n0012,1000000.0,4.0,0.44,0.0078
387,n0012,1000000.0,5.0,0.55,0.0091
388,n0012,1000000.0,6.0,0.66,0.0101
389,n0012,1000000.0,7.0,0.77,0.011
390,n0012,1000000.0,8.0,0.88,0.0119
391,n0012,1000000.0,9.0,0.9661,0.0134
392,n0012,1000000.0,10.0,1.0512,0.0147
393,n0012,1000000.0,11.0,1.1097,0.0162
394,n0012,1000000.0,12.0,1.1212,0.018
395,n0012,1000000.0,13.0,1.0487,0.02
396,n0012,1000000.0,14.0,0.8846,0.0222
397,n0012,1000000.0,15.0,0.7108,0.0245
398,n0012,1000000.0,16.0,0.606,0.128
399,n0012,1000000.0,17.0,0.5906,0.231
400,n0012,1000000.0,18.0,0.603,0.252
401,n0012,1000000.0,19.0,0.6334,0.274
402,n0012,1000000.0,20.0,0.6716,0.297
403,n0012,1000000.0,21.0,0.7162,0.32
404,n0012,1000000.0,22.0,0.7613,0.344
405,n0012,1000000.0,23.0,0.8097,0.369
406,n0012,1000000.0,24.0,0.8589,0.394
407,n0012,1000000.0,25.0,0.9093,0.42
408,n0012,2000000.0,-25.0,-0.9352,0.42
409,n0012,2000000.0,-24.0,-0.8882,0.394
410,n0012,2000000.0,-23.0,-0.8429,0.369
411,n0012,2000000.0,-22.0,-0.7981,0.344
412,n0012,2000000.0,-21.0,-0.7595,0.32
413,n0012,2000000.0,-20.0,-0.7269,0.297
414,n0012,2000000.0,-19.0,-0.7091,0.274
415,n0012,2000000.0,-18.0,-0.7163,0.252
416,n0012,2000000.0,-17.0,-0.7826,0.138
417,n0012,2000000.0,-16.0,-0.9221,0.0237
418,n0012,2000000.0,-15.0,-1.0478,0.0213
419,n0012,2000000.0,-14.0,-1.1614,0.0191
420,n0012,2000000.0,-13.0,-1.2169,0.0172
421,n0012,2000000.0,-12.0,-1.2072,0.0155
422,n0012,2000000.0,-11.0,-1.1539,0.014
423,n0012,2000000.0,-10.0,-1.0727,0.0128
424,n0012,2000000.0,-9.0,-0.99,0.0113
425,n0012,2000000.0,-8.0,-0.88,0.0105
426,n0012,2000000.0,-7.0,-0.77,0.0097
427,n0012,2000000.0,-6.0,-0.66,0.009
428,n0012,2000000.0,-5.0,-0.55,0.0081
429,n0012,2000000.0,-4.0,-0.44,0.0073
430,n0012,2000000.0,-3.0,-0.33,0.0069
431,n0012,2000000.0,-2.0,-0.22,0.0066
432,n0012,2000000.0,-1.0,-0.11,0.0064
433,n0012,2000000.0,0.0,0.0,0.0064
434,n0012,2000000.0,1.0,0.11,0.0064
435,n0012,2000000.0,2.0,0.22,0.0066
436,n0012,2000000.0,3.0,0.33,0.0069
437,n0012,2000000.0,4.0,0.44,0.0073
438,n0012,2000000.0,5.0,0.55,0.0081
439,n0012,2000000.0,6.0,0.66,0.009
440,n0012,2000000.0,7.0,0.77,0.0097
441,n0012,2000000.0,8.0,0.88,0.0105
442,n0012,2000000.0,9.0,0.99,0.0113
443,n0012,2000000.0,10.0,1.0727,0.0128
444,n0012,2000000.0,11.0,1.1539,0.014
445,n0012,2000000.0,12.0,1.2072,0.0155
446,n0012,2000000.0,13.0,1.2169,0.0172
447,n0012,2000000.0,14.0,1.1614,0.0191
448,n0012,2000000.0,15.0,1.0478,0.0213
449,n0012,2000000.0,16.0,0.9221,0.0237
450,n0012,2000000.0,17.0,0.7826,0.138
451,n0012,2000000.0,18.0,0.7163,0.252
452,n0012,2000000.0,19.0,0.7091,0.274
453,n0012,2000000.0,20.0,0.7269,0.297
454,n0012,2000000.0,21.0,0.7595,0.32
455,n0012,2000000.0,22.0,0.7981,0.344
456,n0012,2000000.0,23.0,0.8429,0.369
457,n0012,2000000.0,24.0,0.8882,0.394
458,n0012,2000000.0,25.0,0.9352,0.42
459,n0012,5000000.0,-25.0,-0.9718,0.42
460,n0012,5000000.0,-24.0,-0.9295,0.394
461,n0012,5000000.0,-23.0,-0.8903,0.369
462,n0012,5000000.0,-22.0,-0.8563,0.344
463,n0012,5000000.0,-21.0,-0.8327,0.32
464,n0012,5000000.0,-20.0,-0.8233,0.297
465,n0012,5000000.0,-19.0,-0.8412,0.274
466,n0012,5000000.0,-18.0,-0.9054,0.148
467,n0012,5000000.0,-17.0,-1.0365,0.0229
468,n0012,5000000.0,-16.0,-1.2195,0.0198
469,n0012,5000000.0,-15.0,-1.3093,0.0177
470,n0012,5000000.0,-14.0,-1.3423,0.0159
471,n0012,5000000.0,-13.0,-1.3242,0.0143
472,n0012,5000000.0,-12.0,-1.2673,0.013
473,n0012,5000000.0,-11.0,-1.1842,0.0118
474,n0012,5000000.0,-10.0,-1.1,0.0106
475,n0012,5000000.0,-9.0,-0.99,0.0098
476,n0012,5000000.0,-8.0,-0.88,0.0092
477,n0012,5000000.0,-7.0,-0.77,0.0086
478,n0012,5000000.0,-6.0,-0.66,0.0081
479,n0012,5000000.0,-5.0,-0.55,0.0076
480,n0012,5000000.0,-4.0,-0.44,0.0072
481,n0012,5000000.0,-3.0,-0.33,0.0068
482,n0012,5000000.0,-2.0,-0.22,0.0066
483,n0012,5000000.0,-1.0,-0.11,0.0064
484,n0012,5000000.0,0.0,0.0,0.0064
485,n0012,5000000.0,1.0,0.11,0.0064
486,n0012,5000000.0,2.0,0.22,0.0066
487,n0012,5000000.0,3.0,0.33,0.0068
488,n0012,5000000.0,4.0,0.44,0.0072
489,n0012,5000000.0,5.0,0.55,0.0076
490,n0012,5000000.0,6.0,0.66,0.0081
491,n0012,5000000.0,7.0,0.77,0.0086
492,n0012,5000000.0,8.0,0.88,0.0092
493,n0012,5000000.0,9.0,0.99,0.0098
494,n0012,5000000.0,10.0,1.1,0.0106
495,n0012,5000000.0,11.0,1.1842,0.0118
496,n0012,5000000.0,12.0,1.2673,0.013
497,n0012,5000000.0,13.0,1.3242,0.0143
498,n0012,5000000.0,14.0,1.3423,0.0159
499,n0012,5000000.0,15.0,1.3093,0.0177
500,n0012,5000000.0,16.0,1.2195,0.0198
501,n0012,5000000.0,17.0,1.0365,0.0229
502,n0012,5000000.0,18.0,0.9054,0.148
503,n0012,5000000.0,19.0,0.8412,0.274
504,n0012,5000000.0,20.0,0.8233,0.297
505,n0012,5000000.0,21.0,0.8327,0.32
506,n0012,5000000.0,22.0,0.8563,0.344
507,n0012,5000000.0,23.0,0.8903,0.369
508,n0012,5000000.0,24.0,0.9295,0.394
509,n0012,5000000.0,25.0,0.9718,0.42
510,n0012,10000000.0,-25.0,-0.9927,0.42
511,n0012,10000000.0,-24.0,-0.9492,0.394
512,n0012,10000000.0,-23.0,-0.9151,0.369
513,n0012,10000000.0,-22.0,-0.8859,0.344
514,n0012,10000000.0,-21.0,-0.8665,0.32
515,n0012,10000000.0,-20.0,-0.8668,0.297
516,n0012,10000000.0,-19.0,-0.8983,0.161
517,n0012,10000000.0,-18.0,-0.9795,0.0241
518,n0012,10000000.0,-17.0,-1.12,0.021
519,n0012,10000000.0,-16.0,-1.2941,0.0182
520,n0012,10000000.0,-15.0,-1.4214,0.0157
521,n0012,10000000.0,-14.0,-1.4171,0.0141
522,n0012,10000000.0,-13.0,-1.3687,0.0127
523,n0012,10000000.0,-12.0,-1.2906,0.0116
524,n0012,10000000.0,-11.0,-1.21,0.0104
525,n0012,10000000.0,-10.0,-1.1,0.0097
526,n0012,10000000.0,-9.0,-0.99,0.0091
527,n0012,10000000.0,-8.0,-0.88,0.0086
528,n0012,10000000.0,-7.0,-0.77,0.0082
529,n0012,10000000.0,-6.0,-0.66,0.0078
530,n0012,10000000.0,-5.0,-0.55,0.0074
531,n0012,10000000.0,-4.0,-0.44,0.0071
532,n0012,10000000.0,-3.0,-0.33,0.0068
533,n0012,10000000.0,-2.0,-0.22,0.0066
534,n0012,10000000.0,-1.0,-0.11,0.0064
535,n0012,10000000.0,0.0,0.0,0.0064
536,n0012,10000000.0,1.0,0.11,0.0064
537,n0012,10000000.0,2.0,0.22,0.0066
538,n0012,10000000.0,3.0,0.33,0.0068
539,n0012,10000000.0,4.0,0.44,0.0071
540,n0012,10000000.0,5.0,0.55,0.0074
541,n0012,10000000.0,6.0,0.66,0.0078
542,n0012,10000000.0,7.0,0.77,0.0082
543,n0012,10000000.0,8.0,0.88,0.0086
544,n0012,10000000.0,9.0,0.99,0.0091
545,n0012,10000000.0,10.0,1.1,0.0097
546,n0012,10000000.0,11.0,1.21,0.0104
547,n0012,10000000.0,12.0,1.2906,0.0116
